"year","state","county","industry_sector","chemical","total_releases","fugitive_air","stack_air","water","onsite_total","air_releases"
2024,"TX","HARRIS","Hazardous Waste","Tetrabromobisphenol A",0.003,0.001,0.002,0,0.003,0.003
2024,"IN","MARION","Chemical Wholesalers","Nonylphenol Ethoxylates",0,0,0,0,0,0
2024,"SC","ALLENDALE","Wood Products","Methanol",26650,0,26650,0,26650,26650
2024,"NY","NIAGARA","Chemicals","Xylene (mixed isomers)",49,0,49,0,49,49
2024,"OH","CUYAHOGA","Primary Metals","Mercury compounds",69.496,0.31,3.17,0.016,52.496,3.48
2024,"KY","JEFFERSON","Chemical Wholesalers","Styrene",0,0,0,0,0,0
2024,"WI","WALWORTH","Fabricated Metals","Manganese",9.309,0.12,0,0,0.12,0.12
2024,"MI","MACOMB","Transportation Equipment","Manganese",203,0,0,0,0,0
2024,"TX","HARRISON","Electrical Equipment","Methanol",15280,15000,0,0,15000,15000
2024,"IL","WILL","Petroleum","Hydrogen fluoride",9932.39,0,9932.39,0,9932.39,9932.39
2024,"MN","WASHINGTON","Petroleum","Ammonia",18660,2000,13000,660,15660,15000
2024,"OK","ROGERS","Fabricated Metals","Lead",1.09,0.02,0,0,0.02,0.02
2024,"LA","EAST BATON ROUGE PARISH","Chemicals","Lead compounds",96.538,0,0.104,96.42,96.524,0.104
2024,"MI","WAYNE","Chemicals","Methyl tert-butyl ether",97,2,95,0,97,97
2024,"NJ","PASSAIC","Paper","Toluene",2237,0,2237,0,2237,2237
2024,"NH","HILLSBOROUGH","Petroleum","Benzo[g,h,i]perylene",0.002,0,0.002,0,0.002,0.002
2024,"GA","FORSYTH","Nonmetallic Mineral Product","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",0,0,0,0,0,0
2024,"NC","PITT","Primary Metals","Lead",157.05,2.9,29.2,0,32.1,32.1
2024,"OH","LORAIN","Fabricated Metals","Chromium",0,0,0,0,0,0
2024,"OH","LUCAS","Petroleum","1,2,4-Trimethylbenzene",750,250,250,0,750,500
2024,"OK","COMANCHE","Plastics and Rubber","Lead compounds",2.184,0,0.564,0,0.564,0.564
2024,"GA","DEKALB","Plastics and Rubber","Toluene-2,4-diisocyanate",144.892,144.6,0.292,0,144.892,144.892
2024,"TX","REEVES","Natural Gas Processing","n-Hexane",8880,3200,5500,0,8700,8700
2024,"SC","CHESTERFIELD","Fabricated Metals","Manganese",3269.21,5,5,0,10,10
2024,"TX","ORANGE","Hazardous Waste","Toluene-2,6-diisocyanate",0.01,0,0.01,0,0.01,0.01
2024,"CT","HARTFORD","Transportation Equipment","Nickel",10.136,5,5,0,10,10
2024,"NC","CATAWBA","Electric Utilities","Benzo[g,h,i]perylene",0.13,0,0.13,0,0.13,0.13
2024,"OH","GALLIA","Electric Utilities","Cobalt",39045,0,66,0,39045,66
2024,"KY","MADISON","Primary Metals","Lead",1.9,0,0.8,0,0.8,0.8
2024,"MS","PERRY","Paper","Phenol",25005,3,25000,2,25005,25003
2024,"IL","WINNEBAGO","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"VA","HARRISONBURG (CITY)","Food","Copper compounds",0,0,0,0,0,0
2024,"TX","WILSON","Petroleum","Ethylbenzene",59,10,49,0,59,59
2024,"MI","MACOMB","Transportation Equipment","Toluene",0,0,0,0,0,0
2024,"KY","BUTLER","Primary Metals","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",9771,448,9323,0,9771,9771
2024,"RI","PROVIDENCE","Petroleum Bulk Terminals","Cyclohexane",55,0,55,0,55,55
2024,"IA","HARDIN","Chemicals","Methanol",5521,0,5521,0,5521,5521
2024,"LA","NATCHITOCHES PARISH","Paper","Zinc compounds",45516,0,274,941,45516,274
2024,"AL","CALHOUN","Transportation Equipment","Nickel",1.236,1,0,0.236,1.236,1
2024,"AL","MONTGOMERY","Transportation Equipment","n-Butyl alcohol",14537.34,14250.59,286.75,0,14537.34,14537.34
2024,"TX","JEFFERSON","Hazardous Waste","Heptachlor",0.4,0.4,0,0,0.4,0.4
2024,"MI","MIDLAND","Chemicals","3-Chloro-2-methyl-1-propene",33,28,5,0,33,33
2024,"MN","HENNEPIN","Computers and Electronic Products","Lead compounds",16.11,0,0.04,0,0.04,0.04
2024,"CT","NEW HAVEN","Fabricated Metals","Lead compounds",0.045,0.034,0.011,0,0.045,0.045
2024,"AL","COVINGTON","Chemicals","Formic acid",26,10,15,1,26,25
2024,"WV","BERKELEY","Chemicals","Zinc compounds",173,0,0,0,0,0
2024,"OK","GARFIELD","Food","Ammonia",10982,10007,753,0,10760,10760
2024,"NC","DAVIE","Food","Manganese compounds",0,0,0,0,0,0
2024,"OH","DARKE","Plastics and Rubber","Lead compounds",2.4,0,0,0,0,0
2024,"TN","GREENE","Chemicals","Chlorine",6.62,6.62,0,0,6.62,6.62
2024,"TX","TARRANT","Transportation Equipment","Xylene (mixed isomers)",2340,340,2000,0,2340,2340
2024,"NJ","PASSAIC","Chemicals","Acetaldehyde",588,248,340,0,588,588
2024,"IL","PEORIA","Chemicals","Toluene",0,0,0,0,0,0
2024,"IN","GIBSON","Transportation Equipment","Lead compounds",1287.7,449,0,0,449,449
2024,"MI","WAYNE","Chemicals","Dimethylamine",63,27,36,0,63,63
2024,"CO","WELD","Primary Metals","Chlorine",2177,2,3,0,5,5
2024,"DE","SUSSEX","Food","Manganese compounds",0,0,0,0,0,0
2024,"CA","VENTURA","Computers and Electronic Products","Ammonia",704.11,0,40,0,40,40
2024,"LA","CALCASIEU PARISH","Chemicals","Ammonia",504425,84106,385804,31786,501696,469910
2024,"CA","SAN JOAQUIN","Petroleum Bulk Terminals","Ethylbenzene",51,16,17,0,33,33
2024,"SC","SPARTANBURG","Chemical Wholesalers","Methanol",1023.149,30.395,451.454,0,481.849,481.849
2024,"KY","HANCOCK","Primary Metals","Butyl acrylate",31719,250,31469,0,31719,31719
2024,"LA","JEFFERSON DAVIS PARISH","Petroleum Bulk Terminals","Polycyclic aromatic compounds",0.37,0.35,0.02,0,0.37,0.37
2024,"NE","KIMBALL","Hazardous Waste","Carbaryl",73.8,0.1,73.7,0,73.8,73.8
2024,"SC","AIKEN","Other","Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",0.02,0,0.02,0,0.02,0.02
2024,"MS","MADISON","Nonmetallic Mineral Product","Lead",0.488,0.137,0,0.351,0.488,0.137
2024,"IN","PERRY","Primary Metals","Methanol",25222,25222,0,0,25222,25222
2024,"OR","CLACKAMAS","Plastics and Rubber","Manganese",54.64,6.64,0,0,6.64,6.64
2024,"IL","WILL","Electrical Equipment","Nickel",250,0,250,0,250,250
2024,"NV","NYE","Hazardous Waste","Manganese compounds",133911.539,4.7,0.878,0,133750.578,5.578
2024,"NM","BERNALILLO","Petroleum Bulk Terminals","n-Hexane",0,0,0,0,0,0
2024,"IA","DELAWARE","Chemicals","Ethylene glycol",0,0,0,0,0,0
2024,"VA","BEDFORD","Paper","Mercury compounds",18.6,0,1.66,14.89,18.6,1.66
2024,"TN","LOUDON","Transportation Equipment","Methyl methacrylate",4637,2782,1855,0,4637,4637
2024,"WA","PIERCE","Other","Sodium nitrite",0,0,0,0,0,0
2024,"TX","ELLIS","Chemicals","Propiconazole",0,0,0,0,0,0
2024,"CA","ALAMEDA","Electrical Equipment","Manganese  And Manganese Compounds",0,0,0,0,0,0
2024,"NY","WARREN","Paper","Ammonia",66420,250,19043,44096,63389,19293
2024,"LA","AVOYELLES PARISH","Wood Products","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)",500,0,0,0,0,0
2024,"IA","MUSCATINE","Electric Utilities","Mercury  And Mercury Compounds",33.67,0,29.03,0.43,29.46,29.03
2024,"NJ","OCEAN","Other","Naphthalene",6.1,0,6.1,0,6.1,6.1
2024,"AR","LITTLE RIVER","Paper","Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",11732,0,11732,0,11732,11732
2024,"TN","RHEA","Wood Products","Methanol",36851.94,0,36851.94,0,36851.94,36851.94
2024,"AZ","MARICOPA","Hazardous Waste","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)",3.72,3.72,0,0,3.72,3.72
2024,"PA","LANCASTER","Transportation Equipment","Copper",3.38,3.21,0.17,0,3.38,3.38
2024,"OH","LUCAS","Petroleum","Antimony",1000.24,0,250,0,250,250
2024,"NE","HITCHCOCK","Chemicals","Cyclohexane",0,0,0,0,0,0
2024,"AR","MISSISSIPPI","Chemicals","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",269.8,0,0,250,250,0
2024,"TX","JOHNSON","Machinery","Nickel",564,417,147,0,564,564
2024,"PA","ELK","Electrical Equipment","Copper",17.04,0,3.5,4.6,8.1,3.5
2024,"FL","ORANGE","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"OR","JACKSON","Petroleum","Benzo[g,h,i]perylene",0.002,0.002,0,0,0.002,0.002
2024,"OH","ASHTABULA","Chemicals","1,2,4-Trimethylbenzene",4.2,0,4.2,0,4.2,4.2
2024,"KS","FORD","Food","Ammonia",491947.09,414937,0,0,491662,414937
2024,"TX","HARRISON","Chemicals","Zinc compounds",243.34,0,17,226,243,17
2024,"OH","ERIE","Chemicals","Xylene (mixed isomers)",152.724,0,22.3,0,22.3,22.3
2024,"WI","LAFAYETTE","Food","Nitric acid",22,22,0,0,22,22
2024,"TX","DALLAM","Food","Nitric acid",10,5,5,0,10,10
2024,"FL","HILLSBOROUGH","Hazardous Waste","Lead  And Lead Compounds",2774.5,0.5,0,0,0.5,0.5
2024,"IA","POWESHIEK","Chemicals","Toluene diisocyanate (mixed isomers)",0.04,0,0.04,0,0.04,0.04
2024,"FL","ST LUCIE","Petroleum Bulk Terminals","Toluene",0,0,0,0,0,0
2024,"OK","WOODS","Natural Gas Processing","Benzene",81,2,67,0,69,69
2024,"GA","BARTOW","Chemicals","Phenol",48.82,1.57,7.25,0,8.82,8.82
2024,"UT","DAVIS","Petroleum","Xylene (mixed isomers)",15514.133,5300,10000,0,15300,15300
2024,"CA","LOS ANGELES","Petroleum Bulk Terminals","Xylene (mixed isomers)",104,30,71,0,101,101
2024,"TN","HAMBLEN","Transportation Equipment","Nickel  And Nickel Compounds",67,0,0,0,0,0
2024,"GA","JACKSON","Transportation Equipment","Chromium",4.34,0,4.34,0,4.34,4.34
2024,"CA","LOS ANGELES","Chemicals","Phenol",17,0,17,0,17,17
2024,"OH","JEFFERSON","Electric Utilities","Lead  And Lead Compounds",33655.7,0,154.4,2.5,33655.1,154.4
2024,"TX","HARRIS","Hazardous Waste","Vinyl acetate",3.201,1.432,1.769,0,3.201,3.201
2024,"IL","COOK","Fabricated Metals","Toluene",551,0,433.7,0,433.7,433.7
2024,"GA","RICHMOND","Transportation Equipment","Nickel",32.36,31.35,0,0,31.35,31.35
2024,"LA","ST. CHARLES PARISH","Chemicals","Triethylamine",22,18,4,0,22,22
2024,"WA","WHATCOM","Petroleum","Carbon disulfide",117,45,72,0,117,117
2024,"CO","MOFFAT","Coal Mining","Lead  And Lead Compounds",7813.18,3,0,0.18,7813.18,3
2024,"TX","GREGG","Natural Gas Processing","Xylene (mixed isomers)",0,0,0,0,0,0
2024,"PA","YORK","Electric Utilities","Ammonia",49756,0,49756,0,49756,49756
2024,"OR","LANE","Paper","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",27746,0,27746,0,27746,27746
2024,"CA","KERN","Chemicals","1,2,4-Trimethylbenzene",102,79,22,0,101,101
2024,"IN","CLARK","Fabricated Metals","Manganese",0,0,0,0,0,0
2024,"NC","CATAWBA","Electric Utilities","Lead  And Lead Compounds",37090.06,9.2,76,2.8,37088,85.2
2024,"GA","MUSCOGEE","Petroleum Bulk Terminals","Benzene",208.73,41.07,167.66,0,208.73,208.73
2024,"CO","WELD","Natural Gas Processing","Benzene",180,0,140,0,140,140
2024,"TX","ROCKWALL","Petroleum","Lead  And Lead Compounds",0.1,0,0.1,0,0.1,0.1
2024,"IN","STARKE","Chemicals","Oxadiazon",0,0,0,0,0,0
2024,"AL","WASHINGTON","Chemicals","Sodium nitrite",0,0,0,0,0,0
2024,"OK","COAL","Natural Gas Processing","Xylene (mixed isomers)",1112,0,362,0,362,362
2024,"LA","ST. JOHN THE BAPTIST PARISH","Petroleum Bulk Terminals","Ethylbenzene",320,44,170,2,216,214
2024,"FL","SUWANNEE","Food","Manganese compounds",0,0,0,0,0,0
2024,"CO","MESA","Petroleum","Polycyclic aromatic compounds",0,0,0,0,0,0
2024,"GA","HALL","Food","n-Hexane",562394.13,102701,449133.49,0,551834.49,551834.49
2024,"MD","BALTIMORE (CITY)","Petroleum Bulk Terminals","Lead compounds",0,0,0,0,0,0
2024,"MI","MACOMB","Transportation Equipment","Manganese compounds",0,0,0,0,0,0
2024,"NH","HILLSBOROUGH","Primary Metals","Copper",37.03,0,15.85,0,15.85,15.85
2024,"PA","SCHUYLKILL","Electric Utilities","Zinc compounds",17774.17,1,15.17,0,16.17,16.17
2024,"GA","JACKSON","Transportation Equipment","Manganese",8.68,0,8.68,0,8.68,8.68
2024,"MN","HENNEPIN","Fabricated Metals","Copper",0,0,0,0,0,0
2024,"MO","NEW MADRID","Primary Metals","Benzo[g,h,i]perylene",0.94,0,0.94,0,0.94,0.94
2024,"SC","GREENVILLE","Furniture","Nickel",0.053,0.053,0,0,0.053,0.053
2024,"NY","NIAGARA","Petroleum","Zinc compounds",0,0,0,0,0,0
2024,"MI","WAYNE","Petroleum Bulk Terminals","Benzene",374,94,280,0,374,374
2024,"CO","PUEBLO","Nonmetallic Mineral Product","Nickel  And Nickel Compounds",10.07,0.07,5.89,0,10.07,5.96
2024,"MI","WAYNE","Chemicals","Diisocyanates",29953,0,0,0,0,0
2024,"NC","IREDELL","Transportation Equipment","Lead  And Lead Compounds",0,0,0,0,0,0
2024,"NJ","MORRIS","Other","Lead compounds",6000,0,0,0,0,0
2024,"VA","FREDERICK","Other","Lead compounds",195.52,0,0.26,0,195.52,0.26
2024,"ND","MERCER","Electric Utilities","Zinc (fume or dust)",125,66,59,0,125,125
2024,"PR","GUAYNABO MUNICIPIO","Food","Sulfuryl fluoride",12840,0,12840,0,12840,12840
2024,"SD","GRANT","Food","Peracetic acid",10,5,5,0,10,10
2024,"TN","CUMBERLAND","Nonmetallic Mineral Product","Cobalt",0,0,0,0,0,0
2024,"TX","HARRIS","Nonmetallic Mineral Product","Lead",233.6,0.1,228.2,0.5,228.8,228.3
2024,"KY","ROWAN","Plastics and Rubber","Copper compounds",3957.4,1,208,0,209,209
2024,"TX","HARRIS","Chemicals","Vinyl acetate",4.7,0,4.7,0,4.7,4.7
2024,"IN","TIPPECANOE","Chemicals","Certain glycol ethers",5154,5133,21,0,5154,5154
2024,"KS","WYANDOTTE","Petroleum","Benzo[g,h,i]perylene",0,0,0,0,0,0
2024,"IA","O'BRIEN","Chemicals","Acetaldehyde",10081,63,10018,0,10081,10081
2024,"OH","STARK","Food","Zinc compounds",0,0,0,0,0,0
2024,"VA","LYNCHBURG (CITY)","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"PA","BEAVER","Primary Metals","Propylene",17390,390,17000,0,17390,17390
2024,"AL","MORGAN","Chemicals","Chlorodifluoromethane (HCFC-22)",69513,29809,39704,0,69513,69513
2024,"AZ","COCONINO","Fabricated Metals","Nickel",0,0,0,0,0,0
2024,"MA","BERKSHIRE","Nonmetallic Mineral Product","Lead",1.04,0,0,0,1.04,0
2024,"NC","CLEVELAND","Chemicals","Phenol",810,0,790,20,810,790
2024,"TN","SHELBY","Chemicals","Xylene (mixed isomers)",3254,3246,8,0,3254,3254
2024,"FL","PALM BEACH","Nonmetallic Mineral Product","Lead",0.296,0.27,0.024,0,0.296,0.294
2024,"RI","PROVIDENCE","Petroleum Bulk Terminals","Polycyclic aromatic compounds",0.238,0.004,0.004,0,0.008,0.008
2024,"NY","SCHENECTADY","Nonmetallic Mineral Product","Toluene",2440,4,2436,0,2440,2440
2024,"AK","ANCHORAGE MUNICIPALITY","Chemical Wholesalers","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",0,0,0,0,0,0
2024,"AZ","MARICOPA","Petroleum Bulk Terminals","Xylene (mixed isomers)",643.613,11.2,116.37,0,127.57,127.57
2024,"CA","LOS ANGELES","Primary Metals","Nickel",11112.47,3,7,0.47,10.47,10
2024,"OH","MEDINA","Chemical Wholesalers","Toluene",0,0,0,0,0,0
2024,"KS","ELLSWORTH","Natural Gas Processing","n-Hexane",13313.97,10403.53,2879.56,0,13283.09,13283.09
2024,"AL","ST. CLAIR","Furniture","Barium  And Barium Compounds",3014,0,500,1,501,500
2024,"OH","SUMMIT","Primary Metals","Copper",1071.383,352,719,0,1071,1071
2024,"TN","SMITH","Primary Metals","Xylene (mixed isomers)",6596,4029,2567,0,6596,6596
2024,"TX","HOCKLEY","Chemical Wholesalers","Nonylphenol Ethoxylates",0,0,0,0,0,0
2024,"TX","HARRIS","Hazardous Waste","Chromium",24604,0,0,0,24603,0
2024,"OK","GARVIN","Petroleum","Nickel  And Nickel Compounds",2217.88,0,250,0,250,250
2024,"OH","HAMILTON","Electric Utilities","Vanadium compounds",220.27,1,150,0,220,151
2024,"SC","BERKELEY","Primary Metals","Manganese  And Manganese Compounds",2081439.59,20.6,557.2,4106.4,4684.2,577.8
2024,"TX","REAGAN","Natural Gas Processing","n-Hexane",6140,340,1800,0,2140,2140
2024,"IL","LASALLE","Nonmetallic Mineral Product","Chromium",2039,1,13,0,14,14
2024,"TX","FORT BEND","Chemicals","Cumene",10.2,0.2,10,0,10.2,10.2
2024,"IN","ST JOSEPH","Primary Metals","Sodium nitrite",17197,0,0,0,0,0
2024,"TX","JEFFERSON","Petroleum","Hydrogen sulfide",4659.3,660,3740.12,0,4659.3,4400.12
2024,"IN","MARION","Fabricated Metals","Lead",0.033,0,0,0,0,0
2024,"KY","PULASKI","Electric Utilities","Lead  And Lead Compounds",2916,0,4,12,2916,4
2024,"TX","MONTGOMERY","Primary Metals","Nickel",0,0,0,0,0,0
2024,"NC","HALIFAX","Paper","Polycyclic aromatic compounds",16,0,13.9,0,16,13.9
2024,"IN","MADISON","Chemicals","Acetaldehyde",4158.01,58,4100,0,4158,4158
2024,"OK","OKLAHOMA","Chemical Wholesalers","Certain glycol ethers",0,0,0,0,0,0
2024,"PA","MONTGOMERY","Primary Metals","Hydrogen fluoride",9399,940,8459,0,9399,9399
2024,"TX","BRAZORIA","Chemicals","Acrylic acid",11656.97,165,7460,0,7625,7625
2024,"IL","KANKAKEE","Chemicals","sec-Butyl alcohol",1838,0,1838,0,1838,1838
2024,"TX","PALO PINTO","Chemical Wholesalers","Xylene (mixed isomers)",1500,750,750,0,1500,1500
2024,"IL","KANE","Electrical Equipment","Lead  And Lead Compounds",6931.704,0,77.544,15.176,92.72,77.544
2024,"OH","LORAIN","Hazardous Waste","Zinc compounds",0,0,0,0,0,0
2024,"FL","HAMILTON","Chemicals","Barium compounds (except for barium sulfate (CAS No. 7727-43-7))",181223,0,0,0,181223,0
2024,"MI","WAYNE","Transportation Equipment","n-Hexane",1144.09,0.17,1143.92,0,1144.09,1144.09
2024,"NM","OTERO","Other","Lead",136.7,0,0,0,136.7,0
2024,"OH","BELMONT","Chemicals","Manganese compounds",693.83,1.1,3.58,15.25,19.93,4.68
2024,"CA","ORANGE","Textiles","Tetrabromobisphenol A",846,0,1,0,1,1
2024,"MN","HENNEPIN","Paper","n-Hexane",603,6,597,0,603,603
2024,"TX","BEXAR","Transportation Equipment","Diisocyanates",6,5,1,0,6,6
2024,"MN","BECKER","Primary Metals","Copper",0,0,0,0,0,0
2024,"OH","MADISON","Transportation Equipment","Copper",26.22,22.04,4.18,0,26.22,26.22
2024,"MS","TUNICA","Chemicals","Atrazine",3.68,0.61,3.07,0,3.68,3.68
2024,"TX","FORT BEND","Electric Utilities","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)",17275,1,225,8,17275,226
2024,"LA","CALCASIEU PARISH","Petroleum","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",60915,0,60915,0,60915,60915
2024,"CA","LOS ANGELES","Petroleum","Propylene",12900,7100,5800,0,12900,12900
2024,"UT","TOOELE","Hazardous Waste","Polychlorinated biphenyls",33,0,0,0,33,0
2024,"GA","GWINNETT","Machinery","Manganese",0,0,0,0,0,0
2024,"OK","LE FLORE","Electric Utilities","Mercury  And Mercury Compounds",437.019,0,4.72,0,4.72,4.72
2024,"TN","HAMILTON","Chemicals","Ammonia",371.42,18,0.42,0,18.42,18.42
2024,"OK","TULSA","Petroleum","Cumene",1000,750,250,0,1000,1000
2024,"TX","BRAZORIA","Chemicals","Ethylbenzene",4.57,3.8,0.2,0.57,4.57,4
2024,"PA","BEAVER","Primary Metals","Nickel  And Nickel Compounds",2164,0,0,115,115,0
2024,"NC","PITT","Wood Products","Lead  And Lead Compounds",22.69,0,10.99,0,10.99,10.99
2024,"WI","ROCK","Chemicals","Diethanolamine",24.871,9.8,0.51,0,10.31,10.31
2024,"AR","SEBASTIAN","Food","Zinc compounds",0,0,0,0,0,0
2024,"TX","BRAZORIA","Transportation Equipment","Benzene",279.14,111.82,167.32,0,279.14,279.14
2024,"OK","CANADIAN","Natural Gas Processing","Benzene",51,24,24,0,48,48
2024,"AR","POPE","Machinery","Styrene",2586.91,1164.11,1422.8,0,2586.91,2586.91
2024,"GA","LOWNDES","Paper","Dioxin and dioxin-like compounds",0.453,0,0.438,0,0.453,0.438
2024,"CA","ALAMEDA","Transportation Equipment","Polycyclic aromatic compounds",44.66,0,0,0,0,0
2024,"TX","EASTLAND","Primary Metals","Lead",36.02,0.03,0.05,0,0.08,0.08
2024,"FL","LEE","Petroleum Bulk Terminals","Ethylbenzene",0,0,0,0,0,0
2024,"IA","POLK","Other","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",552,0,0,552,552,0
2024,"GA","BARROW","Chemicals","Chloroacetic acid",225,225,0,0,225,225
2024,"ID","GOODING","Food","Copper compounds",0,0,0,0,0,0
2024,"OK","ADAIR","Electrical Equipment","Chromium",167.17,0.77,0,0,0.77,0.77
2024,"HI","HONOLULU","Petroleum","Polychlorinated biphenyls",76.177,0,0,0,0,0
2024,"MI","MACOMB","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"WA","COWLITZ","Paper","Phenol",13600.7,0,13600,0.3,13600.3,13600
2024,"WI","WAUPACA","Fabricated Metals","1,2,4-Trimethylbenzene",23365,1777,21588,0,23365,23365
2024,"AL","MORGAN","Primary Metals","Zinc compounds",4952.73,0,0,3.73,3.73,0
2024,"TX","TARRANT","Petroleum","Ethylene glycol",0,0,0,0,0,0
2024,"OH","COLUMBIANA","Hazardous Waste","Diisocyanates",0.07,0,0.07,0,0.07,0.07
2024,"MI","KENT","Chemicals","Toluene",0.27,0,0.27,0,0.27,0.27
2024,"IN","LAPORTE","Electric Utilities","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",109.1,6.18,102.92,0,109.1,109.1
2024,"ND","MERCER","Electric Utilities","Biphenyl",7,0,7,0,7,7
2024,"NY","MONROE","Food","Ammonia",0,0,0,0,0,0
2024,"TN","WILSON","Chemicals","Zinc compounds",483.37,6.5,1.3,2.67,10.47,7.8
2024,"TX","ORANGE","Hazardous Waste","Lead",11,0,0,0,0,0
2024,"MO","MONITEAU","Food","Copper compounds",0,0,0,0,0,0
2024,"TX","MATAGORDA","Chemicals","Ethylene glycol",0,0,0,0,0,0
2024,"AL","TUSCALOOSA","Transportation Equipment","Aluminum (fume or dust)",27.81,0,27.81,0,27.81,27.81
2024,"NJ","MIDDLESEX","Fabricated Metals","n-Butyl alcohol",5478,99,5379,0,5478,5478
2024,"LA","CALCASIEU PARISH","Petroleum","Ethylene",5050,5050,0,0,5050,5050
2024,"MI","GRAND TRAVERSE","Transportation Equipment","Copper",25,0,0,0,0,0
2024,"AK","ALEUTIANS EAST BOROUGH","Food","Ethylene glycol",0,0,0,0,0,0
2024,"WI","MILWAUKEE","Primary Metals","Lead",38.853,0,12.25,0,12.25,12.25
2024,"WI","SAUK","Fabricated Metals","Nickel",576.5,4,29,0.4,33.4,33
2024,"MI","MONROE","Primary Metals","Copper",0.047,0.02,0.027,0,0.047,0.047
2024,"OH","GUERNSEY","Fabricated Metals","Chromium compounds (except for chromite ore mined in the Transvaal Region)",7,0,0,0,0,0
2024,"OH","TRUMBULL","Petroleum","Ethylbenzene",44.5,44.5,0,0,44.5,44.5
2024,"CO","ADAMS","Chemical Wholesalers","Methanol",0,0,0,0,0,0
2024,"CA","CONTRA COSTA","Chemicals","Vanadium compounds",92902.71,0,2,453,455,2
2024,"NJ","ESSEX","Chemical Wholesalers","N,N-Dimethylformamide",0,0,0,0,0,0
2024,"AR","CRAIGHEAD","Food","Nitric acid",0,0,0,0,0,0
2024,"WI","WINNEBAGO","Fabricated Metals","1,2,4-Trimethylbenzene",10188,577,9611,0,10188,10188
2024,"IN","LAKE","Hazardous Waste","Formaldehyde",13511.87,31.69,0,0,31.69,31.69
2024,"SC","ANDERSON","Electrical Equipment","Copper",7.409,3.74,0,0,3.74,3.74
2024,"AR","CRITTENDEN","Chemicals","Chlorine",0,0,0,0,0,0
2024,"AL","MOBILE","Chemicals","Methyl isobutyl ketone",1881,1881,0,0,1881,1881
2024,"IN","FLOYD","Chemicals","Methyl isobutyl ketone",280.8,70.2,210.6,0,280.8,280.8
2024,"WA","SPOKANE","Petroleum Bulk Terminals","Benzene",242,52,190,0,242,242
2024,"PR","VEGA BAJA MUNICIPIO","Electrical Equipment","Manganese",0,0,0,0,0,0
2024,"TX","MIDLAND","Chemicals","Methanol",1500,750,750,0,1500,1500
2024,"OK","TULSA","Chemicals","Methyl isobutyl ketone",61.285,34.285,27,0,61.285,61.285
2024,"FL","HILLSBOROUGH","Chemicals","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",630,0,0,630,630,0
2024,"NY","ONONDAGA","Chemicals","Ammonia",2644.8,2541.9,102.9,0,2644.8,2644.8
2024,"TX","WEBB","Petroleum Bulk Terminals","Ethylene glycol",0,0,0,0,0,0
2024,"WI","OUTAGAMIE","Primary Metals","Manganese  And Manganese Compounds",45,5,5,5,15,10
2024,"IN","MONTGOMERY","Primary Metals","Manganese",0,0,0,0,0,0
2024,"CA","SAN JOAQUIN","Chemicals","Methanol",0,0,0,0,0,0
2024,"PR","GUAYNABO MUNICIPIO","Petroleum Bulk Terminals","Phenol",12.9,0,12.9,0,12.9,12.9
2024,"VA","ROANOKE (CITY)","Chemicals","1,2,4-Trimethylbenzene",1743,1210,0,0,1210,1210
2024,"OH","SUMMIT","Petroleum","Toluene",0.37,0,0.37,0,0.37,0.37
2024,"SC","DORCHESTER","Nonmetallic Mineral Product","Lead  And Lead Compounds",71.54,0.54,71,0,71.54,71.54
2024,"OH","ALLEN","Primary Metals","Chromium",0,0,0,0,0,0
2024,"OH","TRUMBULL","Petroleum","Polycyclic aromatic compounds",698,698,0,0,698,698
2024,"TX","REEVES","Natural Gas Processing","Acetaldehyde",3223.8,0,3223.8,0,3223.8,3223.8
2024,"AL","DEKALB","Fabricated Metals","Lead",0.94,0,0,0.94,0.94,0
2024,"KY","BOONE","Fabricated Metals","Chromium",716,0,0,0,0,0
2024,"TX","WICHITA","Primary Metals","4,4'-Isopropylidenediphenol",38757,15,10,0,25,25
2024,"TX","UPTON","Natural Gas Processing","Cyclohexane",16686,1000,1300,0,2300,2300
2024,"PA","PHILADELPHIA","Transportation Equipment","Lead",0,0,0,0,0,0
2024,"NC","PITT","Chemicals","Lead",10.076,0,0.036,0,0.036,0.036
