"year","state","county","industry_sector","chemical","total_releases","fugitive_air","stack_air","water","onsite_total","air_releases"
2024,"OH","WASHINGTON","Chemicals","Chlorobenzene",230479.3,214527,13770,5,228302,228297
2024,"AR","INDEPENDENCE","Chemicals","Ammonia",670,0,0,500,670,0
2024,"FL","ORANGE","Petroleum Bulk Terminals","n-Hexane",0,0,0,0,0,0
2024,"TX","JEFFERSON","Hazardous Waste","4-Dimethylaminoazobenzene",2,2,0,0,2,2
2024,"IN","MARSHALL","Food","Nitric acid",37850,0,0,0,0,0
2024,"TX","HARRIS","Chemicals","Nickel compounds",11929,0,0,218,218,0
2024,"LA","CADDO PARISH","Paper","Ammonia",6715.32,0,6281.6,0,6281.6,6281.6
2024,"VI","ST. THOMAS ISLAND","Petroleum Bulk Terminals","Benzene",127.43,0,5.88,0,5.88,5.88
2024,"CO","ROUTT","Electric Utilities","Lead  And Lead Compounds",11221.152,0.752,20.4,0,11221.152,21.152
2024,"CA","LOS ANGELES","Petroleum","Ethylbenzene",21.151,2.53,13.505,0,16.034,16.035
2024,"AL","JEFFERSON","Chemicals","Formaldehyde",1267,23,1244,0,1267,1267
2024,"AL","MOBILE","Petroleum","Benzo[g,h,i]perylene",0.01,0,0.01,0,0.01,0.01
2024,"MD","ST. MARY'S","Other","1,2,4-Trimethylbenzene",0,0,0,0,0,0
2024,"TX","OCHILTREE","Natural Gas Processing","Diethanolamine",0,0,0,0,0,0
2024,"RI","PROVIDENCE","Chemicals","Toluene",187.245,50,131,0,181,181
2024,"GA","FULTON","Petroleum Bulk Terminals","Cyclohexanol",0,0,0,0,0,0
2024,"OH","WASHINGTON","Chemicals","Ethylbenzene",195,190,5,0,195,195
2024,"TX","JEFFERSON","Hazardous Waste","Cyclohexane",5,5,0,0,5,5
2024,"CT","HARTFORD","Fabricated Metals","Nickel compounds",9945.42,0.15,60.79,0,60.94,60.94
2024,"FL","PINELLAS","Computers and Electronic Products","Lead",0,0,0,0,0,0
2024,"MI","BRANCH","Fabricated Metals","Nickel",277,277,0,0,277,277
2024,"MN","NOBLES","Food","Manganese compounds",0,0,0,0,0,0
2024,"AR","GARLAND","Transportation Equipment","Toluene",255,5,250,0,255,255
2024,"MN","BLUE EARTH","Primary Metals","Lead",1.408,0.082,0.327,0,0.408,0.409
2024,"PA","MERCER","Fabricated Metals","Chromium",591.29,0.29,0,0,0.29,0.29
2024,"MI","OTTAWA","Fabricated Metals","Sodium nitrite",0,0,0,0,0,0
2024,"IN","PIKE","Electric Utilities","Nickel  And Nickel Compounds",3737.41,0.54,77.21,43.66,121.41,77.75
2024,"TX","ECTOR","Nonmetallic Mineral Product","Lead compounds",12.162,0.052,4.49,0,12.162,4.542
2024,"NE","DODGE","Electric Utilities","Lead  And Lead Compounds",13394.92,3.8,140,51,194.92,143.8
2024,"WI","ROCK","Chemicals","Ethylene oxide",0.1,0,0.1,0,0.1,0.1
2024,"AL","WASHINGTON","Chemicals","Xylene (mixed isomers)",103.09,102.97,0.12,0,103.09,103.09
2024,"IL","KANKAKEE","Petroleum","Polycyclic aromatic compounds",13.52,2.95,2.88,0,5.83,5.83
2024,"IL","ADAMS","Food","Lead  And Lead Compounds",0.03,0.03,0,0,0.03,0.03
2024,"LA","IBERVILLE PARISH","Chemicals","Hexachlorobenzene",44.123,0.09,0.003,44,44.123,0.093
2024,"TX","HARRIS","Machinery","Manganese",17,7,0,0,7,7
2024,"TN","KNOX","Nonmetallic Mineral Product","Chromium",0,0,0,0,0,0
2024,"OH","BUTLER","Primary Metals","Copper",11,0,0,11,11,0
2024,"NY","SUFFOLK","Chemical Wholesalers","Methyl isobutyl ketone",68,17,51,0,68,68
2024,"NC","LEE","Chemicals","Butyl acrylate",152.1,30,121,0,151,151
2024,"MI","KENT","Nonmetallic Mineral Product","Lead",0.406,0.4,0.006,0,0.406,0.406
2024,"TX","CALHOUN","Chemicals","Hydroquinone",354,0,354,0,354,354
2024,"OH","LORAIN","Hazardous Waste","Chlordane",0.023,0.003,0,0,0.003,0.003
2024,"IA","POTTAWATTAMIE","Food","Nitric acid",0,0,0,0,0,0
2024,"LA","CALCASIEU PARISH","Chemicals","1,1,2,2-Tetrachloroethane",51.39,51.39,0,0,51.39,51.39
2024,"LA","CALCASIEU PARISH","Petroleum","Hydrogen sulfide",24626,12252,12374,0,24626,24626
2024,"AK","FAIRBANKS NORTH STAR BOROUGH","Other","Dioxin and dioxin-like compounds",0.222,0,0.222,0,0.222,0.222
2024,"AL","CLARKE","Wood Products","Acetaldehyde",3160,0,3160,0,3160,3160
2024,"MN","OTTER TAIL","Food","Copper compounds",0,0,0,0,0,0
2024,"PA","NORTHAMPTON","Electric Utilities","Ammonia",59504.8,0,59500,0,59500,59500
2024,"LA","ST. CHARLES PARISH","Chemicals","Mercury compounds",0.42,0,0.42,0,0.42,0.42
2024,"IL","DUPAGE","Computers and Electronic Products","Copper compounds",6,6,0,0,6,6
2024,"TX","BRAZORIA","Chemicals","Xylene (mixed isomers)",902,886,0,0,902,886
2024,"MI","ALPENA","Nonmetallic Mineral Product","Lead  And Lead Compounds",26163.39,45.87,64.52,0,26163.39,110.39
2024,"MS","WINSTON","Machinery","Antimony compounds",0,0,0,0,0,0
2024,"WY","CONVERSE","Natural Gas Processing","Methanol",0,0,0,0,0,0
2024,"SD","YANKTON","Nonmetallic Mineral Product","Polycyclic aromatic compounds",0.12,0.037,0.083,0,0.12,0.12
2024,"IL","DEKALB","Petroleum","Polycyclic aromatic compounds",0,0,0,0,0,0
2024,"TX","HARRIS","Hazardous Waste","o-Cresol",0.017,0.002,0.015,0,0.017,0.017
2024,"WI","BROWN","Chemicals","Aluminum (fume or dust)",996.31,3.17,3.14,0,6.31,6.31
2024,"WI","JEFFERSON","Chemicals","Nickel",0,0,0,0,0,0
2024,"NC","NORTHAMPTON","Chemicals","n-Butyl alcohol",0,0,0,0,0,0
2024,"TX","JEFFERSON","Petroleum","Benzene",12716.53,6300,6100,6.5,12406.5,12400
2024,"TX","CALHOUN","Chemicals","n-Butyl alcohol",29336,1274,28048,0,29336,29322
2024,"NM","LEA","Chemical Wholesalers","Ammonia",943,943,0,0,943,943
2024,"CA","ALAMEDA","Chemicals","Methanol",3,3,0,0,3,3
2024,"OH","COLUMBIANA","Hazardous Waste","Chlorophenols",0.42,0.29,0.13,0,0.42,0.42
2024,"OH","HAMILTON","Chemicals","Nonylphenol Ethoxylates",0,0,0,0,0,0
2024,"NV","LYON","Plastics and Rubber","Diisocyanates",10,5,5,0,10,10
2024,"OH","PREBLE","Chemicals","Zinc compounds",2669,120,2097,0,2217,2217
2024,"WI","MARATHON","Machinery","Lead",0.107,0,0,0,0,0
2024,"GA","BARTOW","Nonmetallic Mineral Product","Lead  And Lead Compounds",0.038,0.036,0.001,0,0.038,0.037
2024,"TX","TARRANT","Transportation Equipment","Methyl isobutyl ketone",367,27,340,0,367,367
2024,"IN","ALLEN","Food","Certain glycol ethers",160.056,148.2,0,0,148.2,148.2
2024,"OH","MIAMI","Fabricated Metals","Diisocyanates",23.3,0,23.3,0,23.3,23.3
2024,"NJ","MORRIS","Other","Antimony",3,0,0,0,0,0
2024,"PA","BEAVER","Primary Metals","Ethylbenzene",481.218,20,460,1.218,481.218,480
2024,"AL","TALLADEGA","Chemicals","Manganese compounds",0,0,0,0,0,0
2024,"TN","SMITH","Primary Metals","Dioxin and dioxin-like compounds",0.13,0.044,0.087,0,0.13,0.131
2024,"AL","SUMTER","Hazardous Waste","Aluminum oxide (fibrous forms)",16000,0,0,0,16000,0
2024,"OH","LUCAS","Petroleum","Xylene (mixed isomers)",15208,9100,6100,7,15207,15200
2024,"OR","MULTNOMAH","Nonmetallic Mineral Product","Lead  And Lead Compounds",0.178,0.055,0.023,0,0.078,0.078
2024,"NJ","MIDDLESEX","Fabricated Metals","Nickel compounds",0,0,0,0,0,0
2024,"CA","LOS ANGELES","Petroleum","n-Hexane",1720,620,1100,0,1720,1720
2024,"CT","HARTFORD","Fabricated Metals","Lead  And Lead Compounds",0.137,0,0,0.137,0.137,0
2024,"OH","MONTGOMERY","Machinery","Manganese",51,0,46,2,48,46
2024,"IL","LAKE","Chemicals","Methyl tert-butyl ether",854.224,491.8,362.4,0,854.2,854.2
2024,"WV","MONONGALIA","Coal Mining","Barium compounds (except for barium sulfate (CAS No. 7727-43-7))",144927,0,0,0,144927,0
2024,"IL","DUPAGE","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"NE","LANCASTER","Nonmetallic Mineral Product","Manganese compounds",0,0,0,0,0,0
2024,"NJ","WARREN","Primary Metals","Zinc compounds",487687.68,0,605,22,627,605
2024,"IL","MADISON","Petroleum","Dioxin and dioxin-like compounds",0.084,0.04,0.044,0,0.084,0.084
2024,"KY","MCCRACKEN","Petroleum Bulk Terminals","Cumene",0,0,0,0,0,0
2024,"AK","BETHEL CENSUS AREA","Petroleum Bulk Terminals","Benzene",251.97,6.9,245,0,251.9,251.9
2024,"AR","MARION","Food","Zinc compounds",0,0,0,0,0,0
2024,"SC","BARNWELL","Primary Metals","Manganese compounds",14942.6,51,1326,0,1377,1377
2024,"AL","MORGAN","Chemicals","1-Chloro-1,1-difluoroethane (HCFC-142b)",3682,689.63,2992.37,0,3682,3682
2024,"VA","ROCKBRIDGE","Machinery","Copper",1.4,0,0,1.4,1.4,0
2024,"TX","HARRIS","Hazardous Waste","Benzene",108615,0,0,0,108615,0
2024,"MI","BRANCH","Primary Metals","Lead  And Lead Compounds",5,0,1,0,1,1
2024,"PA","BUCKS","Chemicals","Ethyl acrylate",590.9,207.4,330.7,0.8,538.9,538.1
2024,"LA","CALCASIEU PARISH","Petroleum","Nickel compounds",1641,0,281,42,323,281
2024,"IL","MACON","Chemicals","Toluene",27,25,2,0,27,27
2024,"FL","HILLSBOROUGH","Primary Metals","Cobalt",118.26,113.26,0,0,113.26,113.26
2024,"TX","JEFFERSON","Petroleum","Naphthalene",4117.5,2200,1900,13,4113,4100
2024,"CT","HARTFORD","Transportation Equipment","Cobalt",0,0,0,0,0,0
2024,"OH","LUCAS","Chemicals","Methanol",10,5,5,0,10,10
2024,"IL","COOK","Primary Metals","Nickel compounds",10972,0,0,0,0,0
2024,"LA","IBERVILLE PARISH","Chemicals","1,3-Dichlorobenzene",3.66,0,0,3.66,3.66,0
2024,"MI","WEXFORD","Transportation Equipment","Methyl methacrylate",11886.32,0,11886.32,0,11886.32,11886.32
2024,"PA","BERKS","Fabricated Metals","Naphthalene",527,351,176,0,527,527
2024,"IL","ADAMS","Food","Copper compounds",0,0,0,0,0,0
2024,"LA","CALCASIEU PARISH","Hazardous Waste","n-Hexane",21000,0,0,0,21000,0
2024,"TX","HARRIS","Chemicals","Ethylene glycol",5,5,0,0,5,5
2024,"TN","FAYETTE","Chemicals","Cobalt compounds",0,0,0,0,0,0
2024,"TX","BOSQUE","Food","Copper compounds",0,0,0,0,0,0
2024,"IL","MADISON","Petroleum Bulk Terminals","Xylene (mixed isomers)",1197,200,990,6,1196,1190
2024,"NJ","BERGEN","Chemical Wholesalers","n-Hexane",1017,8,1009,0,1017,1017
2024,"IL","WILL","Chemicals","1,4-Dioxane",14944,659,14274,1,14934,14933
2024,"NC","BUNCOMBE","Transportation Equipment","Cobalt",0.48,0.48,0,0,0.48,0.48
2024,"NV","CLARK","Fabricated Metals","Nonylphenol Ethoxylates",2044.32,194.32,0,0,194.32,194.32
2024,"TX","BEXAR","Transportation Equipment","Diisononyl Phthalates (DINP)",30731.491,0,30731.491,0,30731.491,30731.491
2024,"UT","UTAH","Primary Metals","Lead",1.78,0,0.88,0,0.88,0.88
2024,"TN","HAMILTON","Nonmetallic Mineral Product","Xylene (mixed isomers)",10,5,5,0,10,10
2024,"TX","JEFFERSON","Petroleum","Benzo[g,h,i]perylene",254.73,0.9,14.5,0,15.84,15.4
2024,"CA","ALAMEDA","Transportation Equipment","Cumene",6684,5545,282,0,5827,5827
2024,"IL","MACON","Food","Benzene",1,0,1,0,1,1
2024,"OH","BUTLER","Chemical Wholesalers","Xylene (mixed isomers)",15634.482,17.59,24.742,0,42.332,42.332
2024,"CO","ADAMS","Petroleum Bulk Terminals","Ethylbenzene",0,0,0,0,0,0
2024,"AL","JEFFERSON","Fabricated Metals","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",638.16,0,0,0,0,0
2024,"NC","SCOTLAND","Nonmetallic Mineral Product","Lead compounds",314.8,0,307,0,307,307
2024,"TX","HARRIS","Chemicals","Certain glycol ethers",326,326,0,0,326,326
2024,"PA","LUZERNE","Fabricated Metals","Certain glycol ethers",1239,605,634,0,1239,1239
2024,"CT","HARTFORD","Nonmetallic Mineral Product","Mercury",0,0,0,0,0,0
2024,"AL","RUSSELL","Paper","Hydrogen sulfide",39180.3,6098.8,24571.6,8393.9,39180.3,30670.4
2024,"NY","GENESEE","Fabricated Metals","Manganese",12.6,12.6,0,0,12.6,12.6
2024,"LA","OUACHITA PARISH","Plastics and Rubber","Styrene",36790,36766,24,0,36790,36790
2024,"IL","MACON","Food","Xylene (mixed isomers)",584,399,0,0,584,399
2024,"LA","EAST BATON ROUGE PARISH","Chemicals","Methanol",3.814,0.21,0.004,0,0.214,0.214
2024,"AR","UNION","Hazardous Waste","Diisocyanates",3.613,0,2.613,0,2.613,2.613
2024,"MI","ALPENA","Nonmetallic Mineral Product","Barium compounds (except for barium sulfate (CAS No. 7727-43-7))",47633.94,351.19,202.75,0,47633.94,553.94
2024,"NY","ESSEX","Paper","Lead  And Lead Compounds",875,0,49,121,875,49
2024,"AR","UNION","Hazardous Waste","Hexachlorophene",0.14,0.001,0.139,0,0.14,0.14
2024,"IL","COOK","Fabricated Metals","Lead  And Lead Compounds",0.48,0,0,0,0,0
2024,"KY","HENDERSON","Chemicals","Antimony  And Antimony Compounds",555.1,0,0.1,5,5.1,0.1
2024,"TN","MONTGOMERY","Metal Mining","Antimony  And Antimony Compounds",28054,5,0,0,28054,5
2024,"IN","MARION","Hazardous Waste","Chromium",837567,0,5,5,10,5
2024,"CO","LARIMER","Nonmetallic Mineral Product","Lead  And Lead Compounds",0.049,0,0.049,0,0.049,0.049
2024,"TX","CALHOUN","Chemicals","Vinyl acetate",18456,353,18100,0,18456,18453
2024,"TX","JEFFERSON","Petroleum","2,4-Dimethylphenol",522.01,0,0,213,213,0
2024,"IA","CLINTON","Electric Utilities","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",119607,0,119607,0,119607,119607
2024,"TN","SHELBY","Chemicals","Dichloromethane",0,0,0,0,0,0
2024,"IL","KANE","Plastics and Rubber","Diisocyanates",2.879,2.879,0,0,2.879,2.879
2024,"WI","POLK","Nonmetallic Mineral Product","Lead",0.002,0,0.002,0,0.002,0.002
2024,"PA","ADAMS","Food","Manganese compounds",0,0,0,0,0,0
2024,"OH","MEDINA","Primary Metals","Manganese",6.65,0,6.65,0,6.65,6.65
2024,"MI","BERRIEN","Fabricated Metals","Nitric acid",18.86,0,18.86,0,18.86,18.86
2024,"AL","MADISON","Computers and Electronic Products","Lead",55,0,0,0,0,0
2024,"NE","DOUGLAS","Chemicals","Chlorothalonil",0.22,0,0,0,0,0
2024,"MS","PIKE","Food","Selenium compounds",0,0,0,0,0,0
2024,"MI","OAKLAND","Chemicals","Lead compounds",8.79,0.01,0.02,0,0.03,0.03
2024,"KY","BARREN","Food","Nitric acid",5,5,0,0,5,5
2024,"TX","WISE","Natural Gas Processing","Formaldehyde",25538,5,25533,0,25538,25538
2024,"NY","MONROE","Primary Metals","Lead  And Lead Compounds",403.19,0,33.9,0,33.9,33.9
2024,"PA","BEAVER","Hazardous Waste","Heptachlor",0.182,0.05,0.002,0,0.052,0.052
2024,"AL","MOBILE","Chemicals","Trade Secret",270,5,260,5,270,265
2024,"VA","SMYTH","Plastics and Rubber","Chromium",146.07,146.07,0,0,146.07,146.07
2024,"KS","HARVEY","Machinery","Copper",0,0,0,0,0,0
2024,"TX","HUTCHINSON","Petroleum","Benzene",15567.203,8659,6889.69,8.48,15565.438,15548.69
2024,"ND","MORTON","Petroleum","Mercury  And Mercury Compounds",7,0,4.5,0.4,4.9,4.5
2024,"AL","JEFFERSON","Chemicals","Methyl isobutyl ketone",1107,176,931,0,1107,1107
2024,"TX","BURNET","Primary Metals","Chromium",0,0,0,0,0,0
2024,"WI","MARATHON","Fabricated Metals","Chromium compounds (except for chromite ore mined in the Transvaal Region)",13606.24,0,2.44,0,2.44,2.44
2024,"IL","CHAMPAIGN","Transportation Equipment","Methanol",5318,0,5317,0,5318,5317
2024,"FL","ORANGE","Chemical Wholesalers","Nitric acid",0,0,0,0,0,0
2024,"FL","HILLSBOROUGH","Petroleum Bulk Terminals","Benzo[g,h,i]perylene",0,0,0,0,0,0
2024,"TX","HARRIS","Hazardous Waste","Formaldehyde",15487,0,0,0,14965,0
2024,"MI","WAYNE","Transportation Equipment","Ethylene glycol",315.92,314.11,0.1,0,314.21,314.21
2024,"TX","HARRIS","Petroleum","Xylene (mixed isomers)",135407,70000,57000,7600,135398,127000
2024,"CO","WELD","Nonmetallic Mineral Product","Lead  And Lead Compounds",88.29,0.03,62.56,0,62.59,62.59
2024,"OH","HAMILTON","Hazardous Waste","Lead  And Lead Compounds",14107.46,0,0,0.2,0.2,0
2024,"MA","WORCESTER","Fabricated Metals","Nickel",1.7,1.7,0,0,1.7,1.7
2024,"MI","WAYNE","Fabricated Metals","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",45270,0,0,0,0,0
2024,"OH","STARK","Chemicals","Certain glycol ethers",0,0,0,0,0,0
2024,"OH","HAMILTON","Transportation Equipment","Copper",395,0,280,0,280,280
2024,"TX","HARRIS","Petroleum","Ethylbenzene",40.28,18.05,4.03,0,22.08,22.08
2024,"NE","LANCASTER","Fabricated Metals","Manganese",346,293,53,0,346,346
2024,"CA","ORANGE","Chemicals","Nitric acid",79,2,0,0,2,2
2024,"UT","SALT LAKE","Other","Copper",15025.4,0,0,0,15025.4,0
2024,"IL","COOK","Chemicals","Ethylene glycol",0,0,0,0,0,0
2024,"AL","JEFFERSON","Primary Metals","Lead",14,0,12,2,14,12
2024,"SC","BERKELEY","Transportation Equipment","Certain glycol ethers",34813,6834,27979,0,34813,34813
2024,"GA","FULTON","Nonmetallic Mineral Product","Lead  And Lead Compounds",0,0,0,0,0,0
2024,"NC","RUTHERFORD","Electric Utilities","Copper  And Copper Compounds",52519.711,1.7,54,464,52519.7,55.7
2024,"NY","BROOME","Chemical Wholesalers","Nitric acid",0,0,0,0,0,0
2024,"TN","WILSON","Computers and Electronic Products","Zinc (fume or dust)",0,0,0,0,0,0
2024,"CA","CONTRA COSTA","Petroleum","Hydrogen sulfide",5646,640,4900,0,5540,5540
2024,"CA","RIVERSIDE","Nonmetallic Mineral Product","Lead  And Lead Compounds",0,0,0,0,0,0
2024,"CA","CONTRA COSTA","Other","Toluene",120,60,60,0,120,120
2024,"NY","MONROE","Chemicals","Sodium nitrite",0,0,0,0,0,0
2024,"MT","RICHLAND","Natural Gas Processing","Cyclohexane",0,0,0,0,0,0
2024,"WV","NICHOLAS","Wood Products","Lead",92.7,0,13.7,0,92.7,13.7
2024,"IL","CHAMPAIGN","Chemicals","Chlorodifluoromethane (HCFC-22)",7376,7376,0,0,7376,7376
2024,"KS","JOHNSON","Nonmetallic Mineral Product","Lead",4.372,0.072,0,0,4.372,0.072
2024,"LA","TANGIPAHOA PARISH","Food","Hydrogen sulfide",2244,2188,56,0,2244,2244
2024,"KY","WARREN","Transportation Equipment","Diisocyanates",0,0,0,0,0,0
2024,"WA","PIERCE","Hazardous Waste","Benzo[g,h,i]perylene",6.792,0.008,1.26,0,1.268,1.268
2024,"OR","WASHINGTON","Petroleum","Polycyclic aromatic compounds",0.4,0.1,0.3,0,0.4,0.4
2024,"IA","CHICKASAW","Chemicals","m-Xylene",0,0,0,0,0,0
2024,"LA","IBERVILLE PARISH","Chemicals","1,2-Dichlorobenzene",10.98,0,0,10.98,10.98,0
2024,"SC","SPARTANBURG","Food","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",5,5,0,0,5,5
2024,"WI","OUTAGAMIE","Primary Metals","Zinc (fume or dust)",13772,250,3809,0,4059,4059
2024,"KY","HANCOCK","Paper","Chlorine dioxide",6644,5,6639,0,6644,6644
2024,"IL","ST. CLAIR","Chemicals","p-Nitroaniline",79.15,0,23.6,0,23.6,23.6
2024,"IA","GUTHRIE","Chemicals","Benzene",0,0,0,0,0,0
2024,"GA","CHEROKEE","Fabricated Metals","Chromium",12.13,11,1,0,12,12
2024,"WI","JEFFERSON","Chemicals","Formaldehyde",0,0,0,0,0,0
2024,"FL","HILLSBOROUGH","Hazardous Waste","Nickel  And Nickel Compounds",13501,1,0,0,1,1
2024,"WI","WAUPACA","Primary Metals","Diisocyanates",3.47,0,3.1,0,3.1,3.1
2024,"NC","CHEROKEE","Nonmetallic Mineral Product","Lead  And Lead Compounds",0.797,0.781,0.016,0,0.797,0.797
2024,"NY","ORLEANS","Chemicals","Ammonia",0,0,0,0,0,0
2024,"KY","JEFFERSON","Electrical Equipment","Manganese",18,5,0,0,5,5
2024,"NE","DOUGLAS","Nonmetallic Mineral Product","Lead",0.001,0.001,0,0,0.001,0.001
2024,"MI","MACOMB","Transportation Equipment","Nickel",0,0,0,0,0,0
2024,"OH","HANCOCK","Electrical Equipment","Chromium",54,50,0,0,50,50
2024,"PA","MCKEAN","Petroleum","Xylene (mixed isomers)",2240.24,163.61,2002.33,74.3,2240.24,2165.94
2024,"MO","MCDONALD","Food","Chlorine",717,717,0,0,717,717
2024,"AL","MARENGO","Paper","Polycyclic aromatic compounds",131.8,0,96.9,0,131.8,96.9
2024,"TX","BRAZORIA","Chemicals","Nitrilotriacetic acid",0,0,0,0,0,0
2024,"NY","RENSSELAER","Chemicals","Dichloromethane",46.5,17,25,0,42,42
2024,"NJ","OCEAN","Nonmetallic Mineral Product","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",0,0,0,0,0,0
2024,"MS","WARREN","Petroleum","Lead",0,0,0,0,0,0
2024,"KS","WYANDOTTE","Fabricated Metals","Manganese",2126,2126,0,0,2126,2126
2024,"CT","NEW HAVEN","Electrical Equipment","Copper  And Copper Compounds",0,0,0,0,0,0
2024,"UT","SALT LAKE","Fabricated Metals","Zinc compounds",1395,1395,0,0,1395,1395
2024,"KY","JEFFERSON","Transportation Equipment","Diisononyl Phthalates (DINP)",9900,0,0,0,0,0
2024,"IL","DUPAGE","Fabricated Metals","Lead",0,0,0,0,0,0
2024,"IA","POLK","Hazardous Waste","Benzo[g,h,i]perylene",6.6,0,0,0,0,0
2024,"TX","MONTGOMERY","Food","Nitric acid",0,0,0,0,0,0
2024,"WI","WAUPACA","Transportation Equipment","Chromium",15.001,0,0,0,0,0
2024,"VA","HAMPTON (CITY)","Primary Metals","4,4'-Isopropylidenediphenol",87,58,0,0,58,58
2024,"SC","GREENWOOD","Computers and Electronic Products","Copper",0.5,0,0,0,0,0
2024,"OH","LICKING","Chemicals","Potassium perfluorobutane sulfonate",260.69,0,0,0,0,0
2024,"VA","ROANOKE (CITY)","Chemical Wholesalers","Methyl isobutyl ketone",0,0,0,0,0,0
2024,"NV","NYE","Metal Mining","Hydrogen cyanide",14010,14000,10,0,14010,14010
2024,"MI","KENT","Chemical Wholesalers","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",195,1,5,0,6,6
2024,"LA","ASCENSION PARISH","Natural Gas Processing","Propylene",0,0,0,0,0,0
2024,"MI","MIDLAND","Electrical Equipment","Copper",0,0,0,0,0,0
2024,"IN","ELKHART","Plastics and Rubber","Styrene",54628,5463,49165,0,54628,54628
2024,"GA","JACKSON","Food","Manganese compounds",0,0,0,0,0,0
2024,"AL","WASHINGTON","Chemicals","Dimethylamine",1785,0,0,1785,1785,0
2024,"KY","FAYETTE","Petroleum Bulk Terminals","Benzo[g,h,i]perylene",1.6,0,0,0,0,0
2024,"TN","WILSON","Fabricated Metals","Diisocyanates",10,5,5,0,10,10
2024,"VA","JAMES CITY","Fabricated Metals","Lead",2.23,0,0,0,0,0
2024,"TX","HARRIS","Paper","Mercury  And Mercury Compounds",22.44,0,21.44,0.04,21.48,21.44
2024,"CA","SACRAMENTO","Chemicals","Manganese compounds",0,0,0,0,0,0
2024,"OH","ASHTABULA","Nonmetallic Mineral Product","Lithium carbonate",1067.8,0.1,3.5,0,3.6,3.6
2024,"WY","PLATTE","Electric Utilities","Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",60915,0,60915,0,60915,60915
2024,"ME","CUMBERLAND","Petroleum Bulk Terminals","Ethylene glycol",3599.7,12.1,7.6,0,19.7,19.7
2024,"OH","LUCAS","Hazardous Waste","Zinc (fume or dust)",126802,2,0,0,126602,2
2024,"NV","MINERAL","Other","Mercury",0,0,0,0,0,0
2024,"IL","CRAWFORD","Petroleum","Xylene (mixed isomers)",23974.24,20789,3183.6,1,23973.6,23972.6
2024,"PA","BEAVER","Primary Metals","Manganese",1342,0,0,0,0,0
2024,"GA","WHITFIELD","Chemicals","2-Mercaptobenzothiazole",0,0,0,0,0,0
2024,"CA","LOS ANGELES","Hazardous Waste","Toluene",14721.83,0.75,9.94,0,10.69,10.69
2024,"MS","TIPPAH","Fabricated Metals","Aluminum (fume or dust)",0,0,0,0,0,0
2024,"AZ","MARICOPA","Nonmetallic Mineral Product","Lead compounds",781.685,0.67,0.001,0,0.685,0.671
2024,"CA","LOS ANGELES","Transportation Equipment","Chromium compounds (except for chromite ore mined in the Transvaal Region)",0,0,0,0,0,0
2024,"TX","TRAVIS","Transportation Equipment","Ethylene glycol",43,43,0,0,43,43
2024,"LA","JACKSON PARISH","Paper","Catechol",22,0,0,21,22,0
2024,"NY","ERIE","Chemical Wholesalers","Nitric acid",0,0,0,0,0,0
2024,"GA","HOUSTON","Chemicals","1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",28.277,0,0,0,0,0
2024,"LA","CALCASIEU PARISH","Chemicals","Ammonia",167622,0,167212,410,167622,167212
2024,"WI","GREEN","Chemicals","Methanol",0,0,0,0,0,0
2024,"MO","NEWTON","Food","Copper compounds",0,0,0,0,0,0
2024,"TX","PARKER","Chemicals","Ethylbenzene",334.27,0,334.27,0,334.27,334.27
2024,"WV","JEFFERSON","Wood Products","Copper compounds",0,0,0,0,0,0
2024,"LA","ST. JAMES PARISH","Chemicals","Hydrogen fluoride",12380,12000,380,0,12380,12380
2024,"PA","ARMSTRONG","Computers and Electronic Products","Lead",0,0,0,0,0,0
2024,"MS","PIKE","Food","Manganese compounds",0,0,0,0,0,0
2024,"MI","ISABELLA","Machinery","Diisocyanates",0,0,0,0,0,0
2024,"WA","PIERCE","Plastics and Rubber","Diisocyanates",10,5,5,0,10,10
2024,"OK","MAJOR","Hazardous Waste","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",382027.51,0,0,0,382026.21,0
2024,"MT","YELLOWSTONE","Petroleum","Hydrogen fluoride",201,133,68,0,201,201
2024,"AL","ETOWAH","Primary Metals","Copper  And Copper Compounds",2347.03,1.03,4,1,6.03,5.03
2024,"OH","JEFFERSON","Electric Utilities","Naphthalene",76.2,2.2,27,0,29.2,29.2
2024,"GA","GWINNETT","Hazardous Waste","Ethylene glycol",4,0,4,0,4,4
2024,"PA","NORTHAMPTON","Chemicals","Nitrate compounds (water dissociable; reportable only when in aqueous solution)",0,0,0,0,0,0
2024,"OH","MAHONING","Fabricated Metals","Ethylbenzene",1036,0,1036,0,1036,1036
2024,"UT","SALT LAKE","Petroleum Bulk Terminals","Cumene",0,0,0,0,0,0
2024,"LA","IBERVILLE PARISH","Chemicals","Toluene",2018,1203,815,0,2018,2018
